gene,baseMean,log2FoldChange,pvalue,padj
Daglb,1220.6185330634219,-2.2697053375627987,9.991977418084214e-126,1.3402282754256436e-124
Slc27a1,4992.268392922263,-1.8938374962700228,2.393468008895062e-125,3.207199876874785e-124
Mical1,553.2081693362438,-3.490077393766912,3.0861225909303753e-125,4.131265093618236e-124
Eng,2338.620226749404,2.2161693725795004,4.4792987666210225e-125,5.990344971242735e-124
Topbp1,2024.0732936957277,-1.8044016919823938,5.262051442521418e-125,7.030225027636391e-124
Atp13a2,3753.9861538826003,-1.7392301825997694,1.127306477014354e-124,1.5046271503434454e-123
Csde1,9428.558085903964,1.2053418464974972,1.2075624383796637e-124,1.6101623318826676e-123
Eif1,8282.849480986515,1.2335887820471536,1.5255135934868494e-124,2.0321218368979877e-123
Smg7,2939.658228583668,1.823646032895436,1.5343608464800581e-124,2.0419033460902266e-123
Ubc,4029.18256735821,1.4106251368607234,1.8157613950693816e-124,2.4140200956583532e-123
Wdr91,1435.5411781822452,-2.1134329734645503,2.3952158295039196e-124,3.181277854176733e-123
Mxd4,544.3555944526463,-3.6391476643737657,2.9695104730651475e-124,3.9401891653359054e-123
Hpgds,2924.2335252161943,-1.5123543261304147,4.582405892269257e-124,6.074372810709267e-123
Fmr1,2094.3684718251916,1.6475202795796196,4.820805006525559e-124,6.384156795958823e-123
Nadk,8174.269812953171,1.240095932749312,1.5854419295926427e-123,2.0975427633811433e-122
4933412E12Rik,398.20088704342294,3.683763583540028,3.9586606162949965e-123,5.232216086230602e-122
Cggbp1,4617.141430056289,1.425582533559229,9.005210016214006e-123,1.1890731591448338e-121
B3gnt2,475.0728817992128,3.497410583795288,1.1595570458727188e-122,1.5296236482678606e-121
Dck,5374.393133423845,1.8525083205473007,1.480793001518122e-122,1.951483903165727e-121
Stat6,4105.624755244819,-1.3718938660481879,4.1371720506216704e-122,5.446942135318968e-121
Gm5345,308.30686322495245,4.736505916946205,4.84005930395654e-122,6.366178778285473e-121
Dtx4,1330.66930718317,-2.1202388867384077,8.97776412275386e-122,1.179711231386843e-120
Tcof1,3457.6289643652103,1.4173144827706756,1.122227947162081e-121,1.4732226455297957e-120
Osgin2,994.4268405552554,2.2260419198335115,1.3710235896806955e-121,1.7980941262150494e-120
Armc8,1901.6404803672547,1.7106142544199778,1.6772230646371557e-121,2.1975507605583737e-120
Psma5,2853.1611843882324,1.5899043388648244,2.7437697163467685e-121,3.5915072449075246e-120
Lad1,768.8760258825406,8.286410385761785,5.575002294891084e-121,7.29047024574678e-120
Rhou,347.35021679343646,5.032578772387247,6.232982867410943e-121,8.143071168646404e-120
Pold1,818.2827292861712,-2.561234422675103,6.662165480457194e-121,8.695407137665956e-120
Cct3,6966.945029716906,1.2759508505156794,7.446665962313683e-121,9.709994598697976e-120
Kdm5c,3580.1067650152404,1.3733419307419965,9.014073105953662e-121,1.1742517115183782e-119
Kpna4,5389.021870924631,1.6173324360059735,1.0602733228215936e-120,1.3798801614554468e-119
Tasl,1071.9511799031727,2.297115903449103,1.2887804708430203e-120,1.6756615049064327e-119
Dync1i2,7726.444063426602,1.3912584764948914,3.1194167632283464e-120,4.0519581956039784e-119
Phip,3030.5605314459467,1.5510813995350552,5.76972747190246e-120,7.487407333040535e-119
Kat2b,1990.337742186126,1.9156398041805363,6.3610400406294e-120,8.246872732712845e-119
Samd1,586.0466386474762,-3.2228184302709604,8.61321473860106e-120,1.1156085578413243e-118
Eif1a,3946.629014206124,1.4018111269033657,1.0377147123129228e-119,1.3427969022817555e-118
Sipa1,1777.0289279429926,-1.8566098233787178,1.790674053186523e-119,2.31491519980513e-118
Rhoc,1236.1315087146413,2.1377246369914933,2.7111129519378826e-119,3.501488792540896e-118
B3gnt8,455.8795574778165,-4.351008673814575,2.7148287042262805e-119,3.5029548318600315e-118
Ndufb1,1052.8466492109183,2.1674418757278264,3.0061140199672916e-119,3.875117920896108e-118
Alcam,11708.739928433555,1.2605441990879973,4.809073837491161e-119,6.193393574013759e-118
Ppip5k2,2541.343461532966,1.5579788040052747,5.202889942832192e-119,6.69422067146959e-118
Klhl6,456.55938818519144,-3.837663798674874,5.87573923293408e-119,7.5527731390006815e-118
Tsc22d3,395.4223343471585,-4.30055060367739,1.060256016739649e-118,1.3615813785453166e-117
Klf8,567.9889777865125,3.0098318385344824,2.4218141429657974e-118,3.1071554987351354e-117
Gpr137b,3767.0338968199617,-1.4640001330228896,2.8021579188245162e-118,3.591736694062699e-117
2900026A02Rik,511.4149728080045,-6.19702351288238,2.922586021365601e-118,3.7425644013223274e-117
Carhsp1,1817.519947200648,1.8487372175378882,3.935351626704316e-118,5.034727896407577e-117
Bcar3,670.2798717379197,-2.9235627743458643,4.131219934770911e-118,5.2803370428041765e-117
Pcsk7,1575.6643762619444,1.7138872699397076,6.5803191218053015e-118,8.402751811795406e-117
Slfn1,1160.6380446672313,8.012575546342212,7.313634432218315e-118,9.330382874335659e-117
Rab3gap2,1789.3097143315529,-1.7313403135759577,9.588664450347398e-118,1.2221270539813669e-116
Atp6v1e1,6121.723937482366,1.417463126067859,1.0249879457610382e-117,1.3051769583264852e-116
Itgb8,2232.7916275591615,10.664880684053955,1.6854759417709505e-117,2.144203414582838e-116
Rgs16,354.68513469233204,4.00146594250875,2.4141124897383745e-117,3.068273683118792e-116
M6pr,14524.997350194893,1.2092046597747728,3.0650738376423252e-117,3.891984309836943e-116
Nfe2l2,7123.342452806811,1.3799396354398745,4.503615235589761e-117,5.713277869896767e-116
Adcy7,5751.949923201813,-1.2670865907729219,3.3199691196969496e-116,4.207774120519738e-115
Jarid2,2982.1272020798774,1.6034214463027836,1.575701004448447e-115,1.995201999476047e-114
Grina,4227.477849888431,1.5147375524797821,1.6403862799870567e-115,2.0751727273573443e-114
Plaat3,607.686181907884,2.5012756041981605,2.166171525302442e-115,2.7377665069325276e-114
Slc25a37,1915.0165107096693,2.1659311257530662,2.281205550153766e-115,2.880472943049974e-114
Clcn7,5074.616601008133,1.5733085405616005,3.547917755345774e-115,4.475783978723377e-114
Tmem176a,3287.4509449371326,2.413726974022513,7.109805781310289e-115,8.960863851021899e-114
Cpne3,3732.5436610709385,1.5796996834539456,7.930468853668679e-115,9.985916903497092e-114
Il6st,2087.398278594061,-1.5536835573037802,9.608756875065972e-115,1.2087976443201622e-113
Morc3,3798.1598188321173,1.5825802543508247,1.594566010599026e-114,2.0041332433214054e-113
Mitf,3170.463886958973,1.4997248889083032,2.1558394272943932e-114,2.7070642355313684e-113
Cdk20,475.40109314495,-3.57340670235438,2.211068555365153e-114,2.7738488512501463e-113
Eif3c,9544.230976529516,1.1406799792246565,2.4352583514189724e-114,3.052280412018572e-113
Pdcd10,2714.8350246755767,1.685303831478524,2.6187464403955326e-114,3.2792310130930777e-113
Tor4a,1656.4188224711615,-1.6633664409116007,3.656124872620352e-114,4.5740312461703833e-113
Rcsd1,1546.4833279051027,2.442116874645461,4.7551024018252926e-114,5.943440147548482e-113
Gbp6,869.051100662512,8.719225929509363,7.235359500938707e-114,9.035213419111501e-113
Fads1,1987.10504508282,-2.410551832498724,7.495300599075066e-114,9.35121418491222e-113
Odc1,3888.4781451862996,1.6356831376156273,9.275972725163145e-114,1.1562172063486185e-112
Bsn,458.0677289877162,-3.3669360543839817,1.1031023256236041e-113,1.3737166025701654e-112
Nfe2l1,6982.105116931369,1.3443116880017645,1.1239621241522272e-113,1.3984108041468682e-112
Prnp,1740.6205576184627,1.8336037061502815,1.6590203129535885e-113,2.0622290959736274e-112
Errfi1,1252.0955338061121,3.082097189637722,2.404233607338642e-113,2.985824975847642e-112
Kras,1006.0857229990316,-2.062883610871177,2.8559892643392866e-113,3.5436195863017804e-112
Zhx2,384.0614398802625,3.8969201075755597,3.6456092534561764e-113,4.519223744878004e-112
Ncapg2,986.2424646091446,-2.6107601697113094,9.692623937689648e-113,1.2004350121368547e-111
Fbrsl1,1644.352658722375,2.3313533840101566,9.796760085229183e-113,1.2122262661522419e-111
Patz1,481.88197854321174,-3.033965437272882,1.3534519881283374e-112,1.6732019386934474e-111
Tmem104,742.3414851760318,-2.8652301039622765,1.630496883960674e-112,2.0138639402076603e-111
Dusp6,714.2876412074294,-2.52105965023454,1.662516847914084e-112,2.0515457903259795e-111
Ptpn2,1127.7247912234604,1.953817619256775,1.9322937290292808e-112,2.3822847482146646e-111
Cd164,2299.844640331056,1.6642822704943978,2.212065904763865e-112,2.7247352623652182e-111
Stk38l,999.6312410313249,2.454404333490649,3.4394716843394364e-112,4.232764156230599e-111
Rreb1,1040.3373999524817,-2.0541191067622373,5.054923312657029e-112,6.215174732428126e-111
Npc2,28110.996161294646,1.082531619302013,7.108291225108427e-112,8.73194073209247e-111
Tmco3,1715.5850301322773,1.9350733406030032,1.3615954914636146e-111,1.6710937794870802e-110
Map4k4,4465.100688785108,1.4548494714571476,2.448740619904405e-111,3.002638227152881e-110
Ttc9c,1714.643266330053,1.6437347533156357,3.945711851386656e-111,4.8338531291265766e-110
Txn1,6126.663848005605,1.4061150915757132,4.8496772102763174e-111,5.93593493708663e-110
2500002B13Rik,329.08317733999723,4.218897211227313,6.45986318056416e-111,7.89965610927729e-110
Isoc1,2581.004348691471,1.4071643353032532,6.592310380217914e-111,8.0543673358306e-110
Zeb2,12450.389003806684,1.2883257668385468,9.763350783770349e-111,1.1917960749900963e-109
Ddx5,26953.713708155858,1.0054518589344474,1.1793858922183743e-110,1.4383633513901358e-109
Castor2,440.05883183410765,-3.616826378054921,1.3050727104921343e-110,1.5902205540592666e-109
Hp,1202.845926940454,6.979271484940654,1.4665701424365397e-110,1.7854011760926986e-109
Zbtb4,854.5933070260012,-2.402934342707652,1.6720076564204327e-110,2.0336766960798346e-109
Chst12,482.1782759220066,-2.9619879747482623,1.8607473429455746e-110,2.2612161533700293e-109
Cln8,2115.737342055817,-1.6577251140357456,1.917412075648149e-110,2.3279920854067954e-109
Gng12,4544.522530451447,1.3249313878141484,2.1229776882375717e-110,2.575272487947882e-109
Actr2,25121.19368892523,1.0731661522028317,3.015105198797803e-110,3.654199818614409e-109
Scarf1,820.4019516781826,2.0622297909594964,3.4785881073811396e-110,4.212163690418518e-109
Anp32a,5270.693408738413,1.5985252453448193,6.800857007477534e-110,8.227703477673802e-109
Txnrd1,8972.921372381044,1.2118153508436298,7.316672669301789e-110,8.843857062609303e-109
Chic2,1332.7832566419966,1.8441166671566083,9.303527142664568e-110,1.1235416141861996e-108
Col11a2,367.02404700838815,3.9152078958313354,9.384994047282144e-110,1.132372526202736e-108
Paf1,2401.936373994915,1.4023207861177673,2.8622934117807935e-109,3.450512501910523e-108
Herpud1,1079.674089837435,1.8357336538978999,7.70376512672565e-109,9.278696346954212e-108
C77080,480.7018939080367,-3.0677424392504142,1.7742054831246597e-108,2.1350235131147278e-107
Mlec,3700.8954734630643,-1.3910195364965063,2.5027227913322758e-108,3.009030927328991e-107
Ap3b1,3873.2276203857596,1.4808690271278127,2.8676011140699523e-108,3.444674117025268e-107
Clspn,499.2696129389246,-3.654342802406995,3.666743867747798e-108,4.400741048701027e-107
Dld,3160.7003063563475,1.294193544625424,5.2572554288387065e-108,6.304062296029735e-107
Dab2,19392.27632839092,-1.2879661786268772,5.320772863240964e-108,6.374595838096456e-107
Pilra,668.6279611271884,2.8486034108868075,6.460106787923121e-108,7.732759218630375e-107
Selenot,6870.906826976848,1.2057434286592648,9.521959890341665e-108,1.13877606653302e-106
Tnrc6b,576.0854844427889,-2.579844543240367,1.0761921169435018e-107,1.2859358974816103e-106
Ptpn7,2452.1956426812294,-1.838923923851915,1.685175575132818e-107,2.0118358185446678e-106
Rgl2,2486.8895931896163,-1.4630186260158775,1.827497464320439e-107,2.1798286977755396e-106
Acaa1a,3095.702435040503,1.5627969904268872,2.8163872570903665e-107,3.3564214774139276e-106
Usf1,1766.027532910702,1.6761397419313597,3.5918445199936225e-107,4.27681557143802e-106
Ptgs2os2,326.64584009553965,5.5970656408348916,4.668179482913556e-107,5.553537975553778e-106
G3bp2,5491.075129065106,1.188121775696268,1.2266628122557788e-106,1.4580316123957917e-105
Mbp,1176.9225578637418,-2.012851668515132,1.7218032343613228e-106,2.0447731498880662e-105
Mapk1ip1l,2883.6111186882486,1.4226936811587234,1.783434790689346e-106,2.1161139727987047e-105
Slc8b1,810.2497835827631,-2.413662753492771,2.348909183160756e-106,2.784636965259747e-105
Mtmr10,593.0077001126334,-2.6298803271969886,3.7098729652654766e-106,4.394224749608515e-105
Ppp2r2a,2651.842081119938,1.3969383394337351,6.563003352807177e-106,7.766888187533096e-105
Mvb12b,728.1568055890434,-2.4212501723505673,1.3866484006410226e-105,1.6395788667509793e-104
Plekhf2,2188.049586213446,1.5256828819044752,1.5054144303091298e-105,1.778459136380864e-104
Ndrg1,1231.3448794670353,1.79295706049775,2.8659689855901535e-105,3.382840261773978e-104
Mcm4,1610.1430408549204,-1.8184085420041847,2.9500192091297684e-105,3.4790235225653754e-104
Gtpbp2,3362.4039365545127,1.8028156553566943,2.9626916442366065e-105,3.4909354495544874e-104
Oaf,432.34089391724575,3.588995797104491,4.004349809546788e-105,4.714227607527155e-104
Kdm2b,688.8863837856512,-2.4230263890252832,4.0470995342130396e-105,4.7604271297580416e-104
Rcan1,2210.942862650476,1.758269611092923,4.616761943483383e-105,5.4257945126271374e-104
Mthfd2,3402.9932499154734,1.4998945950880538,6.3847026452237154e-105,7.497054818881204e-104
Arap3,1818.015118141063,-2.0568013590663323,9.771865726594155e-105,1.1464417059013748e-103
Il27,7116.65552119004,9.743577982284938,1.0394354849881113e-104,1.218419453646686e-103
Gypc,435.97677010174135,2.811697138392495,1.8018331717568682e-104,2.110274674152522e-103
Chst11,1533.339093471466,1.9905288624992903,2.2025096078651353e-104,2.577315984238047e-103
Creb3l1,665.9848924105063,3.3146186134763265,3.350551812143573e-104,3.9173462789006773e-103
2610507B11Rik,9206.74408181842,-1.2291696610961746,4.5056869977525443e-104,5.263355878441742e-103
Pofut1,2056.9355243865484,1.6226806466507537,5.783070634227274e-104,6.749733515821239e-103
Fyb,9421.256230145233,1.144004445515968,6.475282594492185e-104,7.551158585707638e-103
Sqstm1,15774.510415062388,1.4042765903319183,7.827821464050165e-104,9.120587858628063e-103
Cbx5,1326.7687732421248,-1.8680535340794822,9.267287345520221e-104,1.0788521306011276e-102
Ddi2,1897.7834443556994,-1.7868529598756133,1.132375267197926e-103,1.3171261248452997e-102
Ccdc71l,2590.7225254047785,1.4569614885769697,1.9312210695162473e-103,2.244383116234036e-102
Cyth3,1637.5552090163335,1.6303547573300758,2.6907943117962427e-103,3.1244518381798288e-102
Atp6v0a1,4879.637020299148,-1.3671805075970842,9.618737856911025e-103,1.1159380142710278e-101
Rbbp8,1277.353340197539,1.9582667053779654,1.9809522702308423e-102,2.2962806247748465e-101
Mfap3l,1316.131784662278,2.1898826629750494,2.4570413503922238e-102,2.8457234889269662e-101
Mical2,392.7822394152529,-3.4976429462713856,2.592830504284187e-102,3.000433185435086e-101
Anxa2,18174.63580739516,1.0778085674628444,3.2874130267211343e-102,3.8009663053417953e-101
Ptbp3,10354.376040508263,1.189932255567387,3.886515274531537e-102,4.4898347520417943e-101
Arhgap17,5172.922621327639,1.33616324105414,5.9498651552311524e-102,6.867641974243849e-101
Ankrd28,1506.961780345643,-2.02637984369813,7.380192662788775e-102,8.511362379328363e-101
Stau1,1858.2468371074303,1.7094020050891046,8.17481891324324e-102,9.41977860172867e-101
Mcm7,1654.4987861575285,-2.1223567372289596,8.239937343552315e-102,9.486760771957517e-101
2210406H18Rik,351.04459793487916,3.2099421336082483,9.346414906336813e-102,1.0751545418526771e-100
Tra2b,4053.1059030586493,1.2677831183169532,1.3388254224889853e-101,1.5387990080326408e-100
Fyn,2705.359701301372,1.4234346735540884,1.7073670639678294e-101,1.9607276248984194e-100
Efr3b,886.730560451826,-2.9284424807523797,1.9122454667783018e-101,2.1941521526668358e-100
H2-Q5,382.6460746301753,3.1043787760357153,2.3281850902479582e-101,2.669154089106907e-100
Zfp263,3491.5376288661646,1.4634481808076802,2.7595227393405778e-101,3.160992545469114e-100
Rasa1,3134.705234207329,-1.3246432361025056,5.033799153246987e-101,5.761280750942209e-100
Peg13,365.9578961636266,-3.831808707445913,5.736054319859864e-101,6.559494636712536e-100
Agfg1,3051.2471014813586,1.2746292322615143,7.699694390932716e-101,8.797613776306455e-100
Dusp7,1185.2545460313825,-1.8406515113584598,1.1902429224345837e-100,1.3588189595565213e-99
Acod1,108441.48060145474,11.618240646766665,1.674522532949668e-100,1.9100814169965376e-99
Adam9,7548.886998188202,1.268062534712096,2.543303909316393e-100,2.898640408485367e-99
Arpc5,16319.297000668996,0.9960219041008015,2.6874693241762113e-100,3.0603782387892528e-99
Dnajb4,707.0472997052333,-2.5976827081022944,3.01674178102335e-100,3.432460430478705e-99
Riox2,1112.470469348172,1.9357726158616062,3.395051318470454e-100,3.859667219172357e-99
Cmtm4,705.5781110015952,-2.2095931350746962,3.63075947696883e-100,4.124178170742669e-99
Foxp1,4119.2376589123,1.6123167409690564,5.697605688702389e-100,6.4664966236159055e-99
Atp1b3,8130.272561518472,1.1975552284542497,7.704373727049304e-100,8.736772679278802e-99
Map3k14,594.3861988161657,-2.5910176510033325,8.841154777126067e-100,1.001751543778875e-98
Dnajc13,4789.034237000581,1.4673364794124464,1.0577805863369337e-99,1.1975240766419964e-98
Neat1,11811.380209141464,-1.522712382894642,1.3040508271610728e-99,1.4750988273237003e-98
Appl2,507.32485928209644,-2.8019704870979685,1.874604353409111e-99,2.1187243541361593e-98
Gm6545,512.5798489928501,7.689024627281471,2.0130222329571097e-99,2.2732748577503998e-98
Actr3,27600.34584860703,0.9995349366432442,5.497051669976021e-99,6.202575176081006e-98
Srgap2,5368.024060303639,1.3197718271527301,5.72588961810355e-99,6.455417414961593e-98
Get1,387.322484355112,-3.548388691320253,9.360598735048436e-99,1.0544462010750828e-97
Fcgr3,9286.504993059692,1.2591576584442215,1.1087238166133228e-98,1.2479118645695892e-97
Herc3,1154.3773223398186,-1.840458604766181,1.2547008184945681e-98,1.4110446487361448e-97
Zdhhc14,520.2052878143901,-3.3362203448227867,2.5071527803955305e-98,2.817226145785508e-97
Morrbid,313.99312155978686,3.28170452125625,2.925566518498229e-98,3.2846683144826267e-97
Tmx4,1383.25502863024,-1.8916316902818702,4.8908126055697486e-98,5.4866025047937e-97
Lasp1,6582.62488712404,-1.123881679623486,4.9041569535546815e-98,5.497029437452622e-97
St3gal4,1147.6899538499636,1.847222818745911,5.553396983801793e-98,6.219621341429499e-97
Rictor,1639.5970788425432,1.7854590585229881,5.76877523707265e-98,6.455511547240243e-97
5031439G07Rik,6691.153149584701,-1.1954464114817616,7.443068722202377e-98,8.322258223655277e-97
Hnrnph2,4452.1984624729075,1.2289639582220504,8.561782942276982e-98,9.56523799658171e-97
Gm42547,487.3489134887655,3.461035349031242,9.124113188171141e-98,1.018509148159828e-96
Plxdc1,456.02332781698584,-3.129199533359779,1.277149304985502e-97,1.4244884688474283e-96
Hdac1,3054.807609038105,1.4495326485320412,1.397617415582828e-97,1.5575746140493685e-96
Dlgap4,1982.9324697948412,1.6153372863074322,1.51129576433685e-97,1.6828817641598363e-96
Ttyh3,1711.2212542649988,-1.5251080093358995,2.5404511418194037e-97,2.82656424582431e-96
Rftn1,2840.782609529517,1.3214995490199437,3.353510496377167e-97,3.728136894170652e-96
Spic,319.0248492573332,5.608400111243766,3.6523677029485383e-97,4.057057217661494e-96
Rabgef1,1455.0590387994564,1.7264889347908159,3.7057039755733806e-97,4.112937511400905e-96
Wdhd1,386.5064350562311,-3.197666431316398,6.300000445110114e-97,6.986618140680121e-96
Sla,1211.276318544587,1.9011612809312586,7.591524602324737e-97,8.412028975669877e-96
Zfp319,1250.1599764513435,1.8417648250245047,8.020722214209369e-97,8.880365688065089e-96
Gan,595.7605408747048,-2.5725063754094957,1.2152625328477948e-96,1.3444151280257512e-95
Enc1,1339.0213629102175,-2.009351194421417,1.4207945290152321e-96,1.5705101740108112e-95
Arhgef6,1877.9858805856227,-1.7338354749779856,1.735708865524991e-96,1.9170473670167802e-95
Dmwd,321.947872741938,-3.8900574615631123,1.9143027717530928e-96,2.1125809612826406e-95
Bhlhe41,601.5126543118539,-2.7713652857767594,1.961793858025832e-96,2.163232317533927e-95
Sgpp1,1464.6487688579039,-1.6816088889294893,2.3227567843674354e-96,2.5591802427762634e-95
Tnfsf10,3096.8590740541586,7.788859490005446,2.665752735982688e-96,2.9347062155903495e-95
Acvr1b,2066.714897573353,1.5083604056793791,3.793767631209945e-96,4.17314439433094e-95
Cdca7l,408.0357631683137,-3.137278766694805,4.837945506997467e-96,5.31743095643592e-95
Dcun1d3,543.7034373585401,2.4187402553256327,5.179813211876732e-96,5.688574800810256e-95
Dcp1a,1592.0409247556638,1.7493834375309478,5.7137129236472816e-96,6.269841489538254e-95
Cxcl9,1104.1699833211437,9.64407326567093,8.209142818037971e-96,9.000880824882667e-95
Zswim6,740.1688843892379,-2.387836013324356,1.3635618770715381e-95,1.4938651266641692e-94
Gphn,967.9977415352611,1.873428757349462,2.3023626259621072e-95,2.5203443778072293e-94
Med21,796.1160178741416,1.9963811734107997,2.916822066632366e-95,3.1904063442762074e-94
Pald1,955.1785078078957,-2.753483786844349,2.922736677349619e-95,3.194301743827997e-94
Cpsf2,3189.913352063852,1.2842772752298122,3.070878925388418e-95,3.353508490202927e-94
Ifi213,1993.484970824129,6.739462175868124,3.310989715505724e-95,3.612811446806648e-94
Phc2,4005.8820873186432,1.5213774675062648,3.353869122041365e-95,3.656660197798352e-94
Fbxl3,2332.7039039475076,1.3954118947144531,7.26662672517573e-95,7.916307477330286e-94
Ints12,1469.4201190238189,1.7777532397916738,1.2126331593441568e-94,1.319990577781683e-93
Eml2,1248.8559907522351,1.777593002290378,1.5238915893669363e-94,1.657476316832275e-93
Rcbtb2,1801.074541340912,-1.7287870144698403,1.7968903765997257e-94,1.9528414709339213e-93
Cd302,1353.2758383842202,1.85675129209333,2.3391203501798292e-94,2.54009757066728e-93
Slc35c2,821.8650714480053,-2.0197472065763464,2.683120023474096e-94,2.911324636182045e-93
Igf2bp2,2197.2025980451463,2.3494368167863193,2.835692247275995e-94,3.0744158597862906e-93
Ssh2,1132.7182448656188,-2.6614191527187763,3.184775589663843e-94,3.4501311934634485e-93
Parp1,3256.51118881016,-1.381326744375884,4.06150511899022e-94,4.396401155117484e-93
Stoml1,662.0340609596141,2.0944097284614553,4.3513952879188953e-94,4.706441405435146e-93
Psma2,3547.8110191829132,1.2082855302871967,7.872031874564565e-94,8.507560562527021e-93
E2f2,339.92876465727227,-5.506387239761342,7.929824930459775e-94,8.563201559750277e-93
Gnl1,1804.2761043520934,1.5552114411663045,9.094816813684699e-94,9.813437474479817e-93
Seh1l,1918.0721142027508,1.4505719862624766,1.136848890663501e-93,1.2257018937145643e-92
Acot7,1723.5835359181135,1.8526398417720837,1.6024198315042898e-93,1.7262894280031138e-92
Cd38,523.4715962263618,7.975839533759839,1.9393951315248367e-93,2.087656583292477e-92
Upp1,295.2738659603401,6.215948569615858,2.1551767885425816e-93,2.3180958579775755e-92
Rbm7,2146.807215115433,1.455870678366635,2.328046109252894e-93,2.5020505057006162e-92
Amz1,328.34070381761205,-4.158904447753517,3.12387208462562e-93,3.354702506068684e-92
Wdr43,2815.0727736049425,1.4296042527220645,5.396654408916973e-93,5.790844817916125e-92
App,20218.751424588114,1.0944945241372386,6.7242273696595515e-93,7.209688966489633e-92
Rpa1,1567.0034515156833,-1.6854659668419694,6.905658832733603e-93,7.398375137768422e-92
Chst3,325.17138823272154,-4.757859029397108,8.07298408973817e-93,8.642167668304882e-92
Eid1,2604.01663293085,-1.6057236447186696,8.247500493635564e-93,8.822030866872273e-92
Ninj1,2909.9799471211104,1.5568447964636554,9.761263802815693e-93,1.0433023217277182e-91
Psmb6,3516.5576989796004,1.3645765926846156,1.523546958901212e-92,1.627114588522821e-91
Tec,900.1518166788369,-1.8793130411562655,2.606355526106665e-92,2.781341974164455e-91
Dennd2c,320.5184677984136,-5.132479111912071,3.4898149922819576e-92,3.7211900004112563e-91
Ifi206,3253.0315015696797,7.1684808548988395,4.1156989600367724e-92,4.385125406871205e-91
Tes,2580.545972535484,1.3102772328984411,4.972306079860803e-92,5.293653547296513e-91
Tet3,2156.005308111382,-1.542756824322106,5.1593626711275516e-92,5.488494427733964e-91
Zmynd8,1183.0315509967058,-1.9160031851468193,5.7711631876319806e-92,6.134515983470361e-91
Ank,2373.649985194698,-1.8050773643118485,6.128407376806594e-92,6.509155065162184e-91
Slco2b1,340.02751653903357,-4.683844306342054,6.865682630648901e-92,7.286534482285237e-91
Nono,8108.559823078089,1.0845830168159074,8.60243833248506e-92,9.122617025402517e-91
Srpk2,663.4852365176524,-2.1249745293875346,1.003815103081497e-91,1.0636835448265604e-90
Bbx,2040.7474123359323,1.5885296994645692,1.0437075089961246e-91,1.1050924904144614e-90
Tbrg1,1920.4034167077837,1.589411371368391,1.0613199171975434e-91,1.1228648913514774e-90
Vgll4,431.45522403314067,-2.8552026061041342,1.5922656737893847e-91,1.6832877146430768e-90
Soga1,803.1041198744839,-2.219462366356345,1.7567335828630773e-91,1.8557121909559074e-90
Ednrb,292.313348652458,4.342162484887077,2.5275056984404997e-91,2.6678353305312086e-90
Msn,35420.68370933508,1.2450740647420038,2.710201481325939e-91,2.85845181876599e-90
Dtl,326.98467089188426,-5.097009964696055,3.131548253682341e-91,3.3002822977860327e-90
Mtpn,14125.78013718471,1.0505274727063492,4.939603613119037e-91,5.20172067063443e-90
Stard4,911.3674639397354,-1.9564845944858056,9.718055629459718e-91,1.0225805202657847e-89
Rasgrp1,783.5245046904965,9.011571895294734,1.9728022654021667e-90,2.074269399734238e-89
Ero1a,1861.8395838715544,1.692370005320572,2.110557659032842e-90,2.2173923888321824e-89
Ivns1abp,1986.2646219504786,-1.7012627528931143,2.980453721706906e-90,3.1289001406380156e-89
Tmem273,343.9416215258386,-5.091451226047145,3.206875768954572e-90,3.3639978120393635e-89
Pigv,830.0267356468585,2.176387591730537,4.8413507777748985e-90,5.074632853862275e-89
2310022A10Rik,1337.6845699833016,-1.7628086860813261,1.1921383431933164e-89,1.2486177369217653e-88
Foxo3,751.8200789153312,-2.095252357024475,1.4324934678468064e-89,1.499203263882232e-88
Ypel3,486.73373589128,-2.8130706873371714,1.8619353714843833e-89,1.9471425833997702e-88
Plxna2,393.7892637716114,-3.0217509675116707,1.9144490796305564e-89,2.0005182299388123e-88
Rab1a,7026.9422329348645,1.0242346605454482,2.2005615363001143e-89,2.297724791825981e-88
Gm12185,241.56670849572106,5.537364454770136,2.9169832607496607e-89,3.043438184582313e-88
Tasor2,1502.3824734365296,1.607646204301768,3.730326211908194e-89,3.8890513057174984e-88
Abcc5,2800.5927180549565,1.503720837412994,3.989523033122191e-89,4.1560848543054965e-88
Gm36043,298.938833630462,6.548449019486068,4.06048757179047e-89,4.226768274500295e-88
AB124611,2083.061686054372,1.4369666122491085,4.1052164791338175e-89,4.270054290249995e-88
Arl1,3272.9224981045045,1.2727307596291055,6.033170804426868e-89,6.270617189838462e-88
Metrnl,2725.130408583526,-1.3335213491120608,6.790910089604203e-89,7.05277838992253e-88
Mindy2,1039.1958688533362,-1.7787294621251335,7.084690837325551e-89,7.352262494331578e-88
Mef2a,5465.17456653586,-1.4136996633282652,7.243224794409553e-89,7.511041509496965e-88
Snx24,305.0961646258041,-5.021765385121389,8.180423152765286e-89,8.476417089743205e-88
A630001G21Rik,1300.8928192175351,1.5631440032612858,8.294707489159195e-89,8.588280660400222e-88
Wdr81,1697.9427007519978,-1.9634592446247678,8.356647292327745e-89,8.645817861742134e-88
Fcer1g,20484.64347009261,1.0800630040091188,1.075326895591325e-88,1.1116898157468885e-87
