gene,baseMean,log2FoldChange,pvalue,padj
Kat7,1401.8589660621392,-0.32163836948037766,1.5280431050443534e-05,2.9707329000103198e-05
Pnpla2,1254.9820804562485,0.3343586115083185,1.5352292000056785e-05,2.9842762653411256e-05
Wdr61,870.6566417731416,0.3838969301284179,1.5470199421220693e-05,3.006765276970929e-05
Gps2,885.7911128486406,-0.39853470684821,1.5485063435093866e-05,3.0092233510087923e-05
Shc4,37.22647676663424,-1.6985430869837468,1.554466754299115e-05,3.0203738509671038e-05
Snapc1,433.3928159952814,0.49573704493489595,1.5628260887224476e-05,3.0361816700040793e-05
Pja1,627.6597134686663,-0.4408007495090423,1.5792613918518595e-05,3.067672314395698e-05
Fuca1,3297.8388205993124,-0.30136200661963003,1.581446801335518e-05,3.071477876853387e-05
Acot1,81.59163285222238,-2.988285090615367,1.5911655177671645e-05,3.0899114074637327e-05
Trabd,857.3155436496962,-0.3977148374005205,1.6079947138577372e-05,3.122145650966232e-05
Fdft1,651.6077328075553,-0.4912579544915209,1.6127395203582943e-05,3.130910504768805e-05
Tstd3,196.07255512436495,-0.7462717788854895,1.6156489693877044e-05,3.136110268907293e-05
Irs2,362.10887024466183,0.6665294864208661,1.6191367122059513e-05,3.1424309024140095e-05
Slc37a4,289.82201419339,-0.5974352911417137,1.633592060817242e-05,3.170032685279949e-05
Tagln,18.242320541571313,2.4953786341761153,1.6433378483478784e-05,3.188488844121512e-05
Gskip,587.3446230178981,0.44623534213187777,1.657152571707332e-05,3.2148333583471946e-05
Zfp954,169.81053202626967,-0.7834100182721168,1.65848454793981e-05,3.216957595560872e-05
Calm2,8294.266452646481,-0.2154781785788171,1.6639747787221696e-05,3.2271458274574555e-05
Sart3,1352.2803888344115,0.34256186487350615,1.6663934686626748e-05,3.231374991946735e-05
Tarbp2,595.4295740081012,0.4361458887843815,1.680694101967524e-05,3.258175055713677e-05
2510002D24Rik,64.20031172147388,-1.3887393993440251,1.6806393663974e-05,3.258175055713677e-05
Zfp260,643.0147372715463,0.47981718826612857,1.6883278917524294e-05,3.2725064690343396e-05
Bicdl1,36.388695656163314,-1.743981992708817,1.6930052774990597e-05,3.281104174296436e-05
Mrps35,241.24594248719657,-0.6722979084683395,1.7145855795973098e-05,3.3224531987799975e-05
Ddx4,13.08698712628007,2.9844017753085446,1.7229115725985385e-05,3.338110431980098e-05
Arg2,78.08309208604798,3.848679693902343,1.72822386905313e-05,3.347925046171998e-05
Med7,490.35852357631614,0.4912069466170939,1.7469691431017972e-05,3.3832728133062915e-05
Gm15459,214.1855386045038,0.6874752150350694,1.7468204558303865e-05,3.3832728133062915e-05
Gamt,237.59863261008795,-0.6741702929602864,1.7488991447603102e-05,3.3865273881564124e-05
Angpt2,38.446152206657324,-9.290801708295616,1.7516715582633556e-05,3.391412028507601e-05
Dnase1,32.99669192332777,-1.8488411006345127,1.762256341884087e-05,3.411418651559412e-05
Zfyve9,59.832344698914575,-1.2111799469324824,1.76415614639406e-05,3.414609372758159e-05
Arid2,1210.9173756035148,0.35528050759814567,1.7681880622275644e-05,3.421925400153544e-05
Basp1,4635.0146520315875,-0.2983612538763274,1.770922190104288e-05,3.426728126653685e-05
Aplp2,6940.722620746584,-0.23729271575516453,1.7713854801018154e-05,3.427136047163917e-05
Wiz,1132.1623204087248,0.382005399407035,1.780072847073378e-05,3.4434528753276375e-05
Birc5,767.7181433738025,-0.47781192834848496,1.7868927904565365e-05,3.456153140162016e-05
Pigz,81.23213240666779,-1.0544545075299443,1.803682861766175e-05,3.488130953927064e-05
B3galt4,159.94643088802198,-0.80748082545583,1.8119602246310988e-05,3.5036393289376836e-05
Neurl3,3334.0947161296285,-0.2749939832122758,1.8153652278324592e-05,3.50972334462296e-05
Slc50a1,296.4234474633983,-0.5880117829199902,1.8416438648601333e-05,3.5600219056695314e-05
Glrp1,49.18569219434332,1.372720775810912,1.8452521984245126e-05,3.566489155832883e-05
Cdkal1,243.69771080760117,-0.6433599200751051,1.845858803354928e-05,3.5671536726565764e-05
Rrn3,1052.716760301852,0.369109044552195,1.847982805040342e-05,3.570749978023858e-05
Lsm11,306.2897707218934,-0.5891315557305528,1.8661141174976592e-05,3.605270855524228e-05
Zfp976,37.32031795185713,-1.7755881123353252,1.868759229287497e-05,3.6098673371778116e-05
Slc1a2,26.569775785469414,9.245961065501124,1.8736040258347588e-05,3.618711019732643e-05
Plekhg6,65.4656539842171,1.3434689180241561,1.8884074554732414e-05,3.6467837246541155e-05
Mpzl1,183.87184352210102,0.7574054271548162,1.8930710131692667e-05,3.655269691715452e-05
Zc3h14,933.5737304525488,-0.36208178467069596,1.903614901000371e-05,3.675105769617271e-05
Muc1,12.819914580310261,5.878350485874881,1.9145770405557254e-05,3.695743564918006e-05
Zfp579,116.88710463645181,-0.9641811928160844,1.9263879374865344e-05,3.718013630519297e-05
Zfp944,181.0781894622994,-0.7968978965196927,1.9329931352288214e-05,3.7302315634910464e-05
Mylk,16.919862675684147,2.5782754133004873,1.9747764294903674e-05,3.810321997711762e-05
Ruvbl1,821.2060482047362,0.38400715889865383,1.9884735007968715e-05,3.835862304220028e-05
Rpa3,142.13925378118591,-0.8415249083618122,1.9885783877115318e-05,3.835862304220028e-05
Gas8,358.0845842188167,0.5629633482121476,2.0009772522651986e-05,3.859230636863854e-05
Kpna1,2082.950375298063,0.32409498613425114,2.022357246958307e-05,3.899911531497664e-05
Gm50475,12.608880121551705,5.846396512223845,2.0318630772296836e-05,3.917685995783484e-05
Plet1,25.410783883154153,9.179351079935964,2.042230413793254e-05,3.9371162671253556e-05
Arfgap1,927.001059961129,0.361051511650267,2.0440202491767576e-05,3.9400072227102116e-05
Srebf1,1848.0235900280131,-0.33362047761243835,2.0456266582881863e-05,3.942543839216789e-05
Ssc5d,47.339335436205054,1.484343746705005,2.055279125770445e-05,3.9605847321419684e-05
2700038G22Rik,23.34684890946738,-2.155031923359506,2.0579574375684998e-05,3.965183003201535e-05
Pigh,132.7909665741922,-0.9102347104285536,2.064271405897297e-05,3.9762196769760055e-05
Bcr,85.24045589329863,-1.3549623440611007,2.0640343521069452e-05,3.9762196769760055e-05
Meaf6,375.1754606028412,-0.6159835839021557,2.0684866880458225e-05,3.9837738796160606e-05
Cdc14a,192.1391327282241,0.7348616279470931,2.076403298898261e-05,3.9984534514463034e-05
Chd7,686.0814894558124,0.5175700672746407,2.0775071642509416e-05,4.0000116663180543e-05
Gng4,26.57782774938158,1.970336302462128,2.084408682648605e-05,4.012730599669858e-05
Shq1,158.54646812157426,-0.8697672005338081,2.0894051524989682e-05,4.021779004540697e-05
Rp2,1637.5109384305433,0.29813105039901805,2.0905805679981607e-05,4.023470952787045e-05
Egln1,1377.212036887219,0.37025385434055424,2.0989307667945322e-05,4.038968844410119e-05
Gm49134,9.943154221344669,3.676126778266423,2.0998596163964143e-05,4.040183477386949e-05
Sirt5,63.05111654876614,-1.3439501935736446,2.1039984203231883e-05,4.0475729248110765e-05
Dnase1l3,12.3734605823469,5.821022385553968,2.1102619749091963e-05,4.059047193909229e-05
Tfcp2,119.05826480351085,-0.9638352642181977,2.114121327745629e-05,4.065894432249811e-05
Atxn7l3,2176.198422943987,0.2881802848277692,2.1171032911796106e-05,4.071052567569349e-05
Rundc1,468.5235038543392,-0.5911227576601884,2.1201942560381744e-05,4.0764188146547e-05
Nr2c2ap,44.144163277856116,-1.4029529211536351,2.142561809346938e-05,4.118840674136148e-05
Ripor2,50.321058743028885,1.4156141147582433,2.1467654011939545e-05,4.126337235316729e-05
Slc39a9,1434.2210584479562,-0.32491133302350655,2.1579799459789664e-05,4.1473056472771474e-05
Reep3,3324.4025092382567,-0.35372455136289804,2.1664518371145973e-05,4.162997910106673e-05
Sgf29,231.15155435138172,-0.6512677586609462,2.172095725833052e-05,4.1732522834335247e-05
Ddx49,593.3651138372954,0.4286218062012857,2.1740650254953437e-05,4.17644475744039e-05
Clec4b1,164.37612544080199,-1.0104902708425845,2.1870309366267374e-05,4.2007581624128105e-05
Cep135,431.6067677470152,0.5271220090954928,2.192935179903707e-05,4.211502848332331e-05
Prkar1b,27.130285041704653,-1.882685052783008,2.1950579479820284e-05,4.214983248819925e-05
Polr2h,200.16912675392032,-0.6927871963591333,2.196473491045674e-05,4.2171048327374796e-05
Eif3i,2157.384906606181,0.33011501187923264,2.2112818319626594e-05,4.2449355942668846e-05
Bckdha,162.03541279444565,-0.7769007859738515,2.2178083197307594e-05,4.256862292424396e-05
Srrm1,3409.879069398335,0.27540033551465337,2.2317019183541023e-05,4.282924054819537e-05
Sesn2,365.150741085848,0.5996944315872472,2.2322897205166682e-05,4.283446517711797e-05
Peg10,17.417160338607733,2.6075507168997714,2.234737626727474e-05,4.2875376035616584e-05
Lrrc32,32.84434103948057,1.840725721047569,2.238090813927344e-05,4.293364147576281e-05
Plagl1,78.61937014615198,4.4647713244691385,2.2391425488439966e-05,4.29477475738426e-05
Emc7,1728.3427944931766,0.2924887080784728,2.2433214002576375e-05,4.302182069383607e-05
Gm44250,1026.2460010475909,-0.37215308992948626,2.2464476306291473e-05,4.307568885175879e-05
Gm43679,29.02445280297003,1.8952588634744318,2.2502879190464865e-05,4.314323193945906e-05
Nt5c,761.754996670567,-0.40218471172094916,2.2508750761420634e-05,4.3148394695032294e-05
Pde7a,350.5408655386795,-0.5302375755963732,2.25401617398421e-05,4.320250712462817e-05
Gtpbp3,351.1126013786525,-0.6068400421712974,2.261363624307482e-05,4.333721563793556e-05
Gm30238,16.14275631478033,-2.5566874248617544,2.2697905052112796e-05,4.3492569618489424e-05
Uros,163.28384292050836,-0.8010257465942044,2.2790112977203883e-05,4.3663090127391036e-05
9430038I01Rik,143.5797979971551,-0.8370824807445518,2.281831761265208e-05,4.37109572783149e-05
Gm50431,21.258711756110845,-2.465237506076428,2.2871081339282306e-05,4.380584987997997e-05
Zfp3,49.51858195239444,-1.380591314203174,2.297604575340573e-05,4.4000683557664985e-05
Alkbh2,25.6407134095912,-2.115062274464123,2.299860140108082e-05,4.403766616141502e-05
Ufsp2,793.6865603493417,-0.4226260417465699,2.300765989866905e-05,4.404879766777626e-05
Csad,260.0758025543917,-0.6675336298260873,2.3150971900685423e-05,4.431692181355295e-05
Zfp69,16.62231066288996,-3.080775496901682,2.324736365486225e-05,4.4495165574041206e-05
Thap6,85.3055825950056,-1.0632845099624844,2.3311938328005303e-05,4.461247016274411e-05
Mill2,34.70474598682965,1.521912263066307,2.3439101461051238e-05,4.4849501442389277e-05
Ice2,222.36315579755433,-0.7958881202364597,2.3482674455216272e-05,4.492654306625873e-05
Hspa9,7371.2294593389015,0.2514448466625649,2.3645794119912774e-05,4.5232244839866965e-05
Elp3,731.8895911442615,-0.39948523214668774,2.3732104719186236e-05,4.539095243880991e-05
Utp23,313.1521414640053,0.5948246515624093,2.3818988827231855e-05,4.555071207957808e-05
